grunnkrets_id,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
2360107,75,43,81,96,0,21,20,40
1061307,51,16,47,164,10,32,20,193
10030109,88,75,138,150,0,13,21,50
17190403,71,41,101,116,0,10,21,108
12240403,47,27,74,62,0,0,21,53
9260207,50,9,43,46,0,16,21,42
16015110,95,61,108,148,4,9,21,99
15510114,69,16,53,54,0,5,21,38
5360202,55,27,73,58,0,16,21,82
4200403,33,9,51,76,11,11,21,81
20040202,42,29,53,48,0,11,21,48
19270201,23,0,36,54,36,4,21,74
2310110,101,31,56,56,12,16,21,50
11210406,84,45,82,96,7,16,20,31
7041308,67,13,96,56,6,4,20,42
15310208,231,74,281,148,9,18,20,92
16380207,80,31,83,96,7,6,20,26
16210101,92,36,117,158,13,8,21,105
20190109,35,44,73,74,10,10,20,81
19021503,86,15,114,56,0,11,20,31
12010141,102,45,66,188,7,14,20,276
3012006,81,0,38,204,10,0,20,402
18200215,21,9,31,56,12,12,20,70
12010218,108,20,48,196,33,12,20,368
6220207,55,30,49,64,14,21,20,65
3013202,185,36,138,122,0,21,20,102
20030203,55,34,98,34,0,5,20,51
15160203,109,49,108,92,13,8,20,87
5010515,57,26,63,74,0,9,20,91
20030202,86,18,116,136,10,9,20,77
2370603,44,23,63,74,6,16,20,63
16014213,206,94,220,194,0,19,20,122
15320301,135,31,110,88,14,10,20,67
12010222,119,25,47,138,0,13,21,267
12010404,99,16,41,112,11,6,20,212
2280101,151,89,170,140,14,25,20,127
10010802,65,37,69,378,15,24,20,473
12011002,218,73,186,204,28,26,20,258
7020105,39,12,23,64,8,6,20,124
10011803,153,55,113,176,0,9,20,107
7190306,63,52,54,98,9,19,20,55
7090204,39,13,32,198,12,21,20,297
7200307,45,23,53,64,7,4,20,65
5210108,57,51,87,52,0,6,20,104
4170209,12,8,23,54,0,6,20,84
8051008,102,51,123,214,0,17,20,203
12450202,124,54,97,80,7,18,20,61
11060307,80,25,77,186,0,0,20,196
7220104,62,24,108,112,13,6,20,60
7040505,138,64,132,90,8,22,20,120
12010224,82,30,36,120,7,9,20,206
3013011,135,50,141,118,0,14,20,86
10011302,239,81,169,132,14,34,20,111
18320104,55,11,25,38,0,0,20,22
5400106,37,12,77,52,0,0,20,29
11031716,134,58,150,66,8,8,20,31
11300114,85,60,152,124,19,8,20,67
5440204,50,32,41,60,0,9,20,55
1065301,39,25,41,78,0,10,20,38
16017504,77,16,89,84,5,9,20,86
8061811,127,70,89,194,11,9,20,105
4290112,26,17,80,132,0,12,20,58
17140205,136,28,88,118,0,17,20,91
2191920,53,20,75,76,0,19,20,51
10010310,81,35,128,146,0,11,20,94
1370112,299,24,138,120,25,8,20,72
8220207,51,35,51,100,0,12,20,73
2330207,64,41,69,74,0,8,20,41
2310615,43,25,70,22,0,9,20,20
2280504,117,80,132,112,0,9,20,67
11032512,68,18,59,32,0,16,20,25
6160108,51,32,101,126,9,18,20,100
11060802,20,7,0,28,0,8,20,83
4170410,53,39,58,114,6,8,20,61
5020709,44,17,68,54,9,0,20,26
2190513,36,0,15,32,7,14,20,62
15450104,100,22,85,62,0,0,20,31
17560205,40,12,34,36,0,4,20,21
18240203,81,56,69,136,0,8,20,57
2110205,179,22,197,118,12,10,20,67
7130207,147,19,128,60,0,8,20,49
2130306,111,88,210,172,7,9,20,77
19020111,67,20,58,124,14,14,20,211
8070503,65,17,68,68,6,12,20,51
17190605,37,34,56,118,0,0,20,69
2130108,46,10,79,46,0,4,20,21
9190117,68,30,72,80,0,8,20,53
20280104,40,28,48,68,0,9,20,66
18200208,50,19,83,102,6,9,20,72
19200103,92,28,86,66,23,14,20,63
16240407,120,28,175,78,8,18,20,48
2201303,144,78,154,146,9,24,20,106
15670103,136,55,101,152,6,6,20,123
18530103,63,12,49,86,16,8,20,79
12600210,96,33,115,92,8,9,20,44
14210104,53,40,97,70,6,6,20,104
8050809,53,6,43,86,12,6,20,52
9061101,109,47,74,70,14,16,21,108
11032308,92,30,118,88,5,17,21,67
19020413,146,97,216,210,4,26,21,131
17020405,115,21,99,106,9,0,22,67
2191619,93,14,44,60,0,20,22,101
19020501,115,37,74,286,10,16,22,347
6021022,87,26,108,88,0,12,22,35
2191009,55,0,22,70,4,8,22,70
9140204,103,54,107,132,19,16,21,117
17110110,41,57,43,64,5,7,21,75
10030309,116,59,210,198,13,6,21,92
10020802,96,37,79,176,8,19,21,182
17560502,46,25,84,90,18,9,21,76
18710105,58,34,55,96,0,0,21,50
17500106,87,42,132,114,6,14,21,60
19410107,122,25,84,90,9,13,21,52
17560203,77,44,127,116,0,7,22,70
1110105,41,52,62,150,7,20,21,146
6020305,134,17,47,72,22,12,21,225
4270601,46,33,81,116,0,0,21,60
14190104,106,27,115,84,7,24,22,78
5210105,51,23,79,84,0,17,22,44
1250102,44,11,38,52,0,11,22,45
2310304,113,33,103,64,0,9,22,53
18600304,100,72,163,92,5,15,21,111
12410110,137,50,77,122,10,13,21,81
14160102,59,15,59,40,4,7,21,57
17020501,73,19,70,62,13,6,21,46
15390106,25,27,64,60,0,0,21,33
3012203,130,0,40,270,14,7,21,500
2330504,90,94,174,154,0,18,21,86
7061102,78,14,76,70,0,20,21,68
18200209,52,36,86,108,7,14,21,59
2190903,118,32,126,114,0,14,22,96
2190213,34,13,28,44,4,18,22,66
19020127,97,15,78,182,9,23,22,262
3015301,262,64,275,140,9,8,22,167
4170316,83,23,70,42,9,7,22,42
12470704,180,88,183,136,6,6,22,77
20120406,69,37,72,88,5,11,22,71
2201005,157,75,171,146,7,20,22,59
19430202,57,35,95,80,8,18,22,80
3013612,207,73,196,154,0,13,22,154
6050301,116,60,84,124,0,13,22,96
12010414,78,12,49,170,8,20,22,256
20150109,65,24,22,82,13,13,21,74
18650308,55,28,53,96,12,9,21,81
8060808,13,33,64,64,0,6,21,27
4030402,59,25,71,116,0,17,22,107
8050503,110,24,110,120,12,20,21,96
1270106,92,26,57,100,0,7,21,91
10030212,31,20,38,60,9,9,21,111
12110104,78,9,65,78,14,8,21,87
3011205,93,10,28,216,17,6,21,356
5380307,38,28,58,74,10,4,21,58
3011607,188,0,67,248,8,12,21,349
2370104,59,38,70,72,5,11,21,52
11030602,66,25,39,84,4,9,21,139
1066310,101,65,150,166,15,6,21,56
7091302,56,36,72,118,16,19,21,154
16380106,47,41,96,196,0,12,22,203
11210502,149,48,126,140,0,4,22,79
4270201,74,22,69,144,9,29,22,237
1360309,16,12,16,26,0,16,21,33
16360207,86,39,91,134,0,12,21,81
19240402,53,29,44,66,0,10,21,55
8150102,74,28,67,64,4,8,21,62
10210108,37,29,93,62,20,0,21,58
11110116,124,74,128,118,28,10,21,126
18200201,39,12,48,56,9,5,21,62
2150306,150,43,114,140,0,10,21,78
5340508,48,24,78,128,0,8,21,67
5360204,48,26,77,62,0,6,21,47
7090801,103,63,156,210,13,13,21,189
11020701,129,90,104,362,26,22,21,287
2310309,79,45,107,66,9,21,21,58
12010214,136,12,43,32,76,16,21,153
7040501,61,38,99,102,5,14,21,87
12460207,99,44,95,84,13,8,21,60
9065405,52,22,69,118,12,6,21,48
6200208,97,33,84,112,0,16,22,126
5420113,60,16,118,128,0,12,21,79
6040505,78,39,121,154,10,10,20,206
11490803,87,24,84,66,8,11,21,51
2330303,181,75,245,164,13,21,21,79
2330302,116,41,196,122,7,17,21,78
4250207,92,46,113,80,9,15,21,67
2200201,104,37,124,98,9,23,21,60
6020101,60,61,83,222,7,16,21,116
1250202,99,36,66,80,8,13,21,53
8050105,80,51,173,152,0,12,21,73
4030305,59,57,111,138,0,8,21,63
11190501,130,29,140,134,10,0,21,92
2200204,69,68,126,100,0,16,21,47
16380202,208,49,204,250,23,39,21,152
9065305,80,54,73,80,4,23,20,88
15020504,114,50,143,138,8,16,22,83
2200409,130,87,266,110,16,0,22,83
19020202,57,7,29,76,8,6,22,224
12110202,91,61,72,106,8,4,21,68
16014501,63,63,142,56,0,4,21,51
12010302,79,0,49,164,0,8,21,220
5020405,21,4,0,152,0,0,22,167
2280404,70,11,61,66,0,14,22,77
1240305,89,48,147,144,8,11,22,93
18280106,104,14,103,112,8,6,22,153
11032008,108,57,125,224,0,26,22,216
2140205,86,49,78,104,0,15,22,117
16015105,163,71,215,114,0,11,22,92
18680105,44,6,33,36,5,4,22,25
7091402,74,91,135,208,5,23,22,85
8061201,29,16,68,68,0,8,22,39
6310104,102,33,97,104,5,12,22,90
15310107,155,56,139,106,11,10,22,71
17560201,39,38,26,90,0,10,22,46
20040402,120,10,78,46,4,6,22,24
5170105,38,28,61,92,0,8,21,43
4120302,66,29,57,74,5,8,21,36
16530103,104,80,125,114,4,0,21,61
7090205,35,27,46,106,0,15,21,120
2191907,67,16,46,90,7,0,21,64
5280103,85,39,121,114,0,12,21,58
6240409,28,12,31,42,0,8,21,39
15050404,48,26,69,36,8,8,21,72
9380106,28,21,57,54,10,6,21,60
19022064,95,10,111,32,0,0,22,41
2300410,127,45,135,80,15,47,22,116
3015005,148,116,337,234,14,14,22,175
15040602,168,86,235,196,20,27,20,90
1061503,67,54,130,144,14,27,21,62
16017421,304,57,281,162,10,16,25,145
5290111,132,22,133,154,29,13,23,101
6250302,123,61,220,162,21,12,32,96
3014414,183,72,233,168,11,12,32,152
6040308,135,69,75,182,8,12,32,199
12210205,95,88,142,128,7,19,32,50
16630305,99,35,123,132,10,8,32,118
1240303,104,78,107,146,10,20,32,86
1040509,99,28,121,178,14,23,32,262
6230112,104,65,130,214,9,25,32,164
15480401,97,60,121,114,6,6,32,76
9260221,288,66,121,118,27,17,32,81
1050105,61,25,57,64,15,11,32,64
3011503,104,17,69,156,24,16,32,427
6050402,56,38,102,106,15,20,32,155
15470109,83,9,102,94,10,6,32,117
14430205,50,40,79,86,11,8,32,110
6040601,102,27,48,290,21,9,32,366
9290105,62,29,117,68,4,12,32,75
15280205,206,146,210,214,15,26,32,139
17510206,174,49,105,132,24,12,32,129
5160404,84,16,126,136,0,21,32,102
1370109,112,21,81,140,5,6,32,106
5150108,88,45,88,106,0,14,32,98
11020706,114,23,141,100,10,24,32,56
15050501,60,29,75,136,13,6,32,105
20200203,81,39,134,138,18,25,32,98
6020119,121,52,161,94,28,17,32,99
6261002,107,118,213,210,6,21,32,83
6040401,189,70,218,220,0,30,49,175
16017520,109,54,157,104,12,6,49,105
7040305,159,72,271,192,19,33,49,181
7060201,146,51,148,102,6,17,32,76
2170114,124,47,75,104,0,21,32,90
6020403,132,25,39,132,16,25,32,244
2280208,207,80,174,188,0,25,32,110
19030701,97,79,132,102,21,0,32,82
20280101,107,47,182,166,19,24,32,178
15040309,52,17,63,238,10,34,32,468
12010807,229,59,192,194,6,16,32,96
11060305,114,13,92,94,35,25,32,207
3010607,140,40,72,318,10,45,32,504
1190107,57,41,97,152,0,6,32,80
7090901,118,83,151,172,0,10,32,121
1240403,108,61,142,192,7,20,32,103
1350102,141,87,299,202,5,20,32,70
18700306,134,65,130,122,0,4,32,57
18200205,69,26,99,68,13,0,32,80
14430207,126,57,119,130,23,13,32,90
3014607,197,58,94,224,39,14,32,171
11030102,168,62,141,116,15,16,32,96
19270104,58,26,67,78,4,0,32,70
16480105,177,69,175,158,10,6,32,123
7090805,157,91,194,218,11,23,32,114
18130303,59,44,127,150,21,17,32,131
18540122,70,35,132,138,32,19,32,166
1360104,18,0,16,16,4,12,32,57
18650202,64,31,31,92,17,15,32,186
6240104,151,77,144,188,0,22,32,104
12010314,94,16,53,84,14,19,32,125
12011916,109,93,157,184,0,28,32,142
15050202,72,25,27,128,23,30,32,315
4410107,81,51,123,124,7,12,32,128
10010305,146,67,147,250,16,27,32,180
7040503,61,19,40,194,0,14,32,199
10040411,131,53,117,112,12,29,32,79
8060504,71,29,60,66,7,4,32,39
4020107,76,29,115,140,0,10,32,133
18050402,121,60,139,68,20,13,32,131
2191122,67,7,29,66,10,15,32,192
14320204,104,40,132,86,12,25,32,58
6310103,155,45,156,132,13,17,32,103
9260209,60,59,73,110,0,7,32,90
4170508,83,43,158,148,0,11,32,102
3012801,175,12,44,328,30,12,32,619
19020512,151,70,144,116,13,30,32,95
16017211,215,62,170,198,0,35,49,221
6270407,192,27,131,98,12,26,49,70
2192123,137,72,155,142,8,10,49,98
15020706,159,74,114,158,0,10,32,72
2140215,109,35,59,266,7,27,32,222
9062101,158,79,222,218,10,19,32,110
11010401,120,26,204,148,13,14,32,108
2150106,67,50,125,154,0,12,32,91
16014301,151,72,82,270,0,22,32,280
2200406,114,41,140,94,8,27,32,137
3010709,72,26,50,138,4,0,32,329
17440107,173,42,129,210,36,12,32,144
5200207,54,39,63,82,0,14,32,53
16014603,195,52,177,128,0,9,32,76
18040307,62,35,102,132,0,13,32,152
12010702,121,58,182,148,7,14,32,172
19020121,104,24,87,154,6,21,32,184
2350604,179,41,194,120,17,11,32,97
1230107,123,41,132,166,16,21,49,90
12011903,156,94,90,142,11,29,32,74
2191917,84,37,90,50,9,30,32,82
16300113,91,48,161,146,16,22,32,124
1040409,51,44,59,66,0,10,32,51
16015109,123,31,136,134,12,15,32,103
12011918,142,62,278,90,0,20,32,66
2310808,103,55,84,132,11,16,32,187
17020203,48,22,114,90,5,8,32,86
1053106,87,60,117,102,16,14,32,58
3015207,187,67,126,436,0,34,32,260
7130202,169,48,146,108,11,6,32,58
12190303,114,44,177,158,19,10,32,92
2300108,194,103,328,188,7,13,32,142
1360203,190,94,350,200,9,13,49,79
12460406,117,152,280,174,11,24,49,108
2130503,122,59,174,128,8,26,49,135
11032610,43,24,25,130,8,14,31,98
4250305,70,41,99,184,11,17,31,97
2340109,108,58,201,150,4,18,31,58
3011702,307,13,73,274,39,29,31,457
12010914,126,49,131,138,0,4,31,60
12010318,71,10,26,80,17,8,31,131
6020309,87,44,111,214,7,18,31,279
1010402,112,28,133,130,17,25,31,145
3012206,164,0,33,300,15,14,31,485
3012502,128,23,75,170,24,19,31,459
7090302,35,17,21,34,8,10,31,47
10011805,103,56,205,160,8,15,31,84
12010312,123,20,55,122,20,8,31,203
11490907,78,50,70,68,0,14,31,56
2260205,89,51,107,180,13,12,31,188
20250103,42,36,96,70,6,15,31,61
11420103,187,39,161,108,6,7,31,60
5010703,162,57,217,294,0,18,31,218
5340309,132,60,119,156,8,24,31,113
2160206,66,23,90,78,0,34,31,97
1061105,14,12,41,82,13,6,31,114
1110205,90,89,170,160,12,14,31,78
3014002,508,184,396,420,38,36,31,335
2280102,110,70,190,170,0,8,31,60
5280307,60,31,63,186,0,22,31,123
15040606,124,77,154,168,12,19,31,180
16015307,65,15,49,110,13,25,31,191
3013503,531,151,472,540,11,34,50,404
19240201,85,74,208,190,17,10,50,103
19030403,126,61,187,148,5,39,50,136
1052305,158,81,193,350,10,34,50,276
3012303,159,22,88,252,10,25,50,327
1052101,146,86,209,214,14,24,50,140
15020203,113,25,128,132,7,19,50,99
12430208,376,82,290,238,18,28,50,142
1051306,152,61,258,260,21,34,50,231
11030802,232,36,124,272,23,21,50,198
12380305,162,27,91,96,20,12,31,122
12010306,82,14,47,82,22,23,31,97
16012220,146,49,73,152,8,24,31,166
11030303,183,33,117,262,5,21,31,305
12430207,217,38,162,98,7,23,31,72
12190305,127,0,98,64,8,11,31,46
19020402,117,0,20,70,73,10,31,133
11020619,215,51,125,128,16,10,31,80
2150105,34,40,117,108,4,14,31,90
2201103,213,67,190,194,0,19,31,48
6040605,235,65,249,220,11,8,31,142
12010401,88,27,74,120,11,14,31,126
7230106,82,37,124,184,15,19,31,120
20110108,139,110,137,84,30,63,31,127
4020217,14,9,11,14,4,0,31,19
3011305,335,21,87,638,30,16,31,940
15200104,222,118,215,272,17,34,31,166
16200203,141,62,139,220,20,17,50,240
3014704,222,53,211,230,11,8,50,344
1040802,119,58,123,78,24,36,50,82
11060909,72,9,50,110,17,29,50,150
6260208,95,63,143,248,11,24,50,293
2350403,249,63,276,156,36,19,50,178
2110111,128,44,208,116,12,18,50,57
7090504,44,19,41,60,11,14,50,87
12011203,281,75,263,162,8,8,50,144
12011102,248,69,208,178,12,37,50,118
12460205,318,76,295,224,25,15,50,160
15170101,137,38,149,116,22,14,50,88
6021020,103,32,132,58,0,12,50,59
11340103,223,65,267,236,17,36,50,238
4030609,123,49,161,188,16,14,50,90
6230207,108,55,121,186,23,28,50,186
17420107,111,27,89,110,16,14,49,109
3010704,142,27,120,258,10,18,49,328
16012105,235,72,243,342,20,38,49,243
1061103,136,47,141,92,14,30,49,107
16015226,142,96,342,164,17,21,49,106
18330703,269,115,406,286,22,10,49,115
7040504,117,55,151,188,15,20,49,155
12350604,146,60,147,262,19,19,50,202
3011504,161,13,84,218,40,6,50,594
2160504,163,122,179,132,20,22,50,102
2110214,79,46,155,124,9,26,50,46
18570101,117,40,138,152,22,20,31,154
4121403,54,39,111,102,12,21,31,66
17140410,130,10,47,84,8,5,31,60
15600104,60,39,87,124,13,10,31,141
8061415,66,30,87,78,5,14,31,66
5010518,87,31,119,210,0,29,31,220
12630313,319,52,179,140,9,11,50,90
3014602,479,167,433,448,21,28,50,372
3015403,397,160,352,288,20,27,50,239
18410308,103,74,190,182,27,28,50,176
17190102,165,75,201,256,17,15,50,135
2191821,144,52,112,72,0,27,49,39
10010409,165,48,183,118,43,20,50,212
6050805,199,96,247,276,10,19,50,164
6250402,285,107,178,166,17,14,50,172
7220202,196,51,239,218,23,32,50,224
7060204,58,26,132,244,11,14,50,168
12430407,104,80,193,274,9,25,50,223
2290310,215,28,277,92,8,0,50,51
11032105,319,109,457,342,0,28,50,149
1061808,138,86,216,308,6,22,50,145
3014014,236,70,210,238,22,29,50,235
9061102,294,107,320,198,25,17,50,142
17190108,160,71,100,156,14,31,50,140
12560206,272,128,433,368,24,38,50,265
3014603,311,97,408,346,11,24,49,317
6250208,147,76,199,180,15,23,49,141
6250301,193,119,247,230,19,18,49,157
12590101,227,73,256,150,18,29,46,63
7010502,114,97,247,228,0,26,46,84
3013610,374,72,256,192,39,21,46,139
2330406,126,54,209,60,0,20,46,49
15630201,53,47,69,94,11,12,46,79
7130103,154,95,224,234,8,0,46,109
3014903,568,135,525,318,8,33,46,259
19022031,198,129,252,150,20,22,46,104
7090102,49,54,46,154,14,15,46,124
15040401,133,39,103,120,6,34,46,183
12010915,56,29,73,208,9,58,46,287
2350404,194,59,284,94,18,29,46,92
11010407,222,70,266,158,19,27,46,148
16017413,161,88,196,328,21,42,46,160
20040303,181,77,197,138,38,21,46,183
1230108,114,40,120,222,10,19,46,252
7040307,145,76,168,212,20,36,46,169
15340306,150,64,155,172,18,8,46,134
14450109,97,71,178,196,22,16,46,170
1050316,91,39,135,60,7,12,46,18
3012002,415,22,103,684,39,4,46,939
7010601,137,78,202,170,16,27,46,116
10011707,320,89,344,238,21,36,46,121
3014412,134,6,23,82,12,19,46,109
6160109,116,45,199,198,15,20,46,120
3014304,230,12,39,220,26,25,46,335
15230104,104,75,141,146,7,27,47,139
8060705,101,67,124,146,11,22,47,125
18330601,199,50,156,168,28,21,47,112
12010701,139,108,257,136,13,21,47,151
16017203,270,130,264,318,12,38,47,135
6250204,140,72,125,188,14,28,47,123
11020602,165,61,148,132,6,9,47,81
1010503,226,146,249,262,12,30,47,159
8061102,255,89,139,244,20,22,47,110
4030504,81,22,68,78,13,4,47,81
19030204,151,65,197,132,6,14,47,60
1250106,27,8,46,100,8,9,47,126
11010103,289,122,292,192,27,24,47,141
6250403,68,42,59,254,18,40,47,351
6230106,109,46,84,122,13,21,47,87
2370609,247,16,156,114,31,20,47,131
9040305,108,65,165,124,7,14,47,83
1061905,153,59,188,142,23,37,47,145
6270304,237,77,278,176,22,31,47,104
7060214,127,49,148,134,8,20,47,88
19030401,124,25,65,326,17,42,47,379
16013215,241,27,164,230,6,8,47,196
11200103,252,168,321,298,26,25,47,118
7020203,136,71,232,220,0,21,47,172
6050512,180,76,160,204,28,23,47,140
11031714,160,29,134,104,16,23,46,100
10370202,95,27,86,90,12,14,46,163
11220103,341,128,316,364,22,33,46,178
19030402,261,78,127,376,30,41,45,485
12010911,309,145,341,394,19,29,45,105
2310602,154,64,142,136,0,13,45,89
3014803,250,130,238,446,4,27,45,295
11490706,162,63,183,214,18,20,45,100
7090604,131,55,138,200,6,19,45,118
7220403,142,76,182,174,8,11,45,111
4190106,129,65,173,200,20,32,45,217
12470405,169,59,167,132,9,19,45,100
15760108,57,46,151,102,4,18,45,112
5330201,148,73,154,194,27,27,45,220
2330419,82,25,62,62,11,22,45,83
14180107,146,73,174,182,0,26,45,152
11030607,165,59,185,154,8,17,45,156
16014104,200,33,85,278,42,59,45,536
15510106,105,78,129,176,8,18,45,137
14190103,189,78,242,240,24,25,45,117
16350102,148,106,154,262,11,36,45,221
11020505,324,196,474,320,22,30,45,187
17140406,137,73,159,194,13,21,45,106
12010417,278,164,372,466,21,29,45,224
11020710,75,39,71,148,19,36,45,180
19310406,209,45,170,114,25,26,45,111
1066303,207,133,436,232,15,33,45,112
7010704,190,74,187,314,10,27,45,276
2170204,84,22,98,78,26,17,45,85
1061504,149,80,210,202,26,17,45,122
3012408,177,25,52,340,87,9,46,578
19330206,69,66,102,132,24,25,46,139
7040306,123,47,156,144,9,29,46,167
2280402,147,19,124,100,18,39,46,111
6020607,167,46,98,212,42,32,46,321
2200705,103,18,117,50,14,17,46,108
2160505,104,79,133,116,19,33,46,70
2210509,96,34,73,116,0,6,46,80
16015211,205,89,232,156,9,19,46,122
6020813,116,36,105,60,11,19,46,147
12380205,157,122,182,174,14,15,18,194
6040603,206,94,399,266,18,24,47,175
3014006,153,59,126,140,20,45,45,194
5340305,142,35,167,188,9,22,45,148
7060501,113,24,108,84,14,22,45,79
12240607,136,80,193,164,22,21,45,123
17030401,90,31,59,136,26,13,45,180
8190301,100,59,150,172,0,33,45,141
14320206,217,50,141,150,11,33,45,93
15020302,134,69,134,212,4,23,45,224
8150203,155,67,182,166,12,18,45,129
17020304,106,50,149,174,10,4,45,162
5320303,153,90,156,172,18,30,45,149
6020810,200,35,123,120,23,24,45,94
16630502,231,65,383,76,10,17,45,34
17210502,175,59,169,222,13,36,47,148
10010508,184,12,289,76,13,14,47,71
2370405,128,19,122,118,7,20,47,107
16012111,242,58,116,430,29,50,48,479
7160106,118,73,207,184,11,30,48,111
15040102,91,83,220,148,8,25,48,146
11490302,254,73,235,144,21,21,48,116
9040303,268,109,422,250,18,19,48,232
12010403,274,38,198,218,28,38,48,228
3010501,220,69,104,424,15,31,48,557
2330206,104,36,93,70,21,24,48,91
10011108,170,61,231,196,11,19,48,110
4190105,157,80,163,298,12,37,48,148
12011310,261,115,383,190,15,42,48,175
15020502,275,99,306,266,11,18,48,89
3011908,208,9,110,120,35,13,48,180
9190118,306,48,162,134,15,25,48,130
3013007,285,60,357,352,15,35,48,221
6280102,187,71,227,218,18,33,48,178
1010201,206,94,280,294,28,21,48,103
7060714,118,52,126,164,28,16,48,135
6020206,116,20,105,104,15,10,48,85
6170201,111,66,202,172,9,25,48,149
15630209,78,65,107,130,22,32,48,183
2330418,101,43,144,106,16,24,48,67
11220104,488,20,108,206,12,4,48,176
5290112,76,34,103,174,0,20,48,114
12011822,295,191,422,394,8,32,48,149
10010303,157,75,248,190,19,28,48,131
2170405,341,115,291,206,11,47,48,199
3014905,385,120,411,308,18,45,49,296
2311008,147,46,162,66,21,6,49,83
7060112,40,38,144,106,12,12,49,105
3011802,511,58,68,658,28,41,49,587
19030312,173,72,150,170,0,25,49,190
3015602,355,121,386,366,20,28,49,389
11460103,248,52,350,166,16,8,49,86
2311105,127,29,92,102,19,24,49,167
16013208,289,118,277,142,0,39,49,75
18050603,112,49,141,118,18,14,49,155
6020817,135,47,107,88,26,38,49,152
9280105,192,64,250,148,15,22,48,89
1061702,244,74,204,188,31,31,49,213
11200205,392,73,266,216,18,36,49,271
11200505,212,49,325,86,9,12,49,80
6280204,154,69,193,236,17,34,49,171
7060213,118,48,156,188,8,21,49,103
10011806,304,177,361,304,16,37,49,225
20300304,108,59,161,146,33,42,49,224
12460404,156,139,316,168,16,38,49,98
2200805,206,72,232,188,0,28,49,125
10010205,186,76,190,196,14,22,49,95
2350302,223,81,245,192,20,20,49,170
15040601,246,87,239,314,14,34,48,114
1064205,284,70,271,178,6,22,49,92
1051313,132,92,162,254,14,34,50,205
3010907,121,35,109,282,6,34,48,465
12011901,242,110,254,368,17,28,48,284
12240604,43,10,61,90,38,26,47,181
9064101,223,134,277,284,28,20,47,243
12470103,160,65,185,142,23,17,47,85
4250303,65,58,93,190,9,28,47,122
4030105,70,44,117,96,11,26,47,107
18650415,148,64,225,136,10,13,47,67
3013810,181,29,71,112,33,22,47,194
18240407,135,37,147,176,5,21,47,79
4030404,110,58,141,258,13,32,47,271
12210501,76,57,160,120,22,9,47,63
20120608,190,25,189,94,19,17,47,106
9190113,98,93,151,158,21,24,47,116
9064302,159,88,183,164,15,28,47,104
11030705,263,74,219,114,21,37,47,120
15190411,267,109,286,302,10,34,47,147
11020705,202,73,241,176,9,20,47,89
1052404,172,79,159,202,20,19,47,170
1380104,242,67,227,242,20,26,47,165
11490307,130,33,172,144,4,10,47,177
11060606,136,74,215,140,11,35,47,121
10010914,158,123,212,314,38,16,47,436
7061110,142,58,164,178,11,32,47,119
2130407,168,64,245,170,26,20,47,122
2300207,242,116,319,228,19,31,47,264
5010512,141,71,160,510,52,32,47,567
18330305,106,53,150,192,9,19,47,139
6230111,199,30,137,164,17,20,47,108
11032206,162,103,285,278,9,22,48,180
15040901,404,122,437,280,6,18,48,130
1360317,106,35,114,106,22,8,48,111
3015210,238,82,175,516,11,46,48,489
12470801,199,71,195,132,16,33,48,89
6050401,120,52,111,202,5,20,48,206
11290105,157,71,181,142,16,15,48,118
7040508,113,26,121,144,6,10,48,197
18660204,114,36,151,162,22,22,48,162
3013307,337,246,383,282,20,15,48,122
3011905,554,37,113,632,56,20,48,735
4270302,141,31,163,230,9,41,48,303
1066302,154,96,176,230,8,34,48,129
12011001,199,75,199,194,24,31,48,206
6040506,146,85,197,322,9,31,48,98
3012702,215,43,150,300,20,18,48,482
19020416,204,103,292,84,14,22,48,82
